biosample	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
SAMN04549552		AAYNDQ010000001.1	620506	620850	+	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1		
SAMN04549552		AAYNDQ010000001.1	620847	621683	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1		
SAMN04549552		AAYNDQ010000002.1	230862	232010	-	blaADC-79	extended-spectrum class C beta-lactamase ADC-79	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	383	383	100.0	100.0	383	WP_001159760.1	extended-spectrum class C beta-lactamase ADC-79		
SAMN04549552		AAYNDQ010000002.1	570932	572407	+	amvA	multidrug efflux MFS transporter AmvA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	492	492	100.0	98.98	492	ACQ82816.1	multidrug efflux MFS transporter AmvA		
SAMN04549552		AAYNDQ010000006.1	104320	105606	+	abaF	fosfomycin efflux MFS transporter AbaF	plus	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	EXACTX	429	429	100.0	100.0	429	ABO11759.2	fosfomycin efflux MFS transporter AbaF		
SAMN04549552		AAYNDQ010000007.1	99175	100422	+	nreB	nickel resistance MFS transporter NreB	plus	STRESS	METAL	NICKEL	NICKEL	BLASTX	416	416	100.0	98.08	416	ADY84088.1	nickel resistance MFS transporter NreB		
SAMN04549552		AAYNDQ010000011.1	54998	57709	+	gyrA_S81L	Acinetobacter baumannii quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	904	904	100.0	99.78	904	WP_000116450.1	DNA gyrase subunit A GyrA		
SAMN04549552		AAYNDQ010000011.1	80470	81660	+	cxpE	chloramphenicol efflux transporter CxpE	plus	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	397	397	100.0	100.0	397	AKA30736.1	chloramphenicol efflux transporter CxpE		
SAMN04549552		AAYNDQ010000014.1	23047	23868	+	blaOXA-71	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-71	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	274	274	100.0	100.0	274	WP_001021785.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-71		
SAMN04549552		AAYNDQ010000021.1	124	900	-	aph(3')-VIa	aminoglycoside O-phosphotransferase APH(3')-VIa	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	EXACTX	259	259	100.0	100.0	259	WP_000422636.1	aminoglycoside O-phosphotransferase APH(3')-VIa		
SAMN04549553		AAYNDR010000001.1	272592	273839	+	nreB	nickel resistance MFS transporter NreB	plus	STRESS	METAL	NICKEL	NICKEL	BLASTX	416	416	100.0	97.36	416	ADY84088.1	nickel resistance MFS transporter NreB		
SAMN04549553		AAYNDR010000001.1	738750	739535	-	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	BLASTX	262	262	100.0	98.47	262	WP_001279073.1	aminoglycoside nucleotidyltransferase ANT(3'')-IIa		
SAMN04549553		AAYNDR010000003.1	216466	217287	+	blaOXA-314	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-314	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	274	274	100.0	100.0	274	WP_031976872.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-314		
SAMN04549553		AAYNDR010000004.1	152542	154017	-	amvA	multidrug efflux MFS transporter AmvA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	492	492	100.0	98.58	492	ACQ82816.1	multidrug efflux MFS transporter AmvA		
SAMN04549553		AAYNDR010000006.1	100714	101904	+	cxpE	chloramphenicol efflux transporter CxpE	plus	AMR	AMR	PHENICOL	CHLORAMPHENICOL	BLASTX	397	397	100.0	99.75	397	AKA30736.1	chloramphenicol efflux transporter CxpE		
SAMN04549553		AAYNDR010000007.1	37020	38168	-	blaADC-242	extended-spectrum class C beta-lactamase ADC-242	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	383	383	100.0	100.0	383	WP_047481394.1	extended-spectrum class C beta-lactamase ADC-242		
SAMN04549554		AAYNDP010000002.1	182416	183663	+	nreB	nickel resistance MFS transporter NreB	plus	STRESS	METAL	NICKEL	NICKEL	BLASTX	416	416	100.0	98.08	416	ADY84088.1	nickel resistance MFS transporter NreB		
SAMN04549554		AAYNDP010000006.1	161424	162209	+	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	BLASTX	262	262	100.0	99.24	262	WP_001279062.1	aminoglycoside nucleotidyltransferase ANT(3'')-IIa		
SAMN04549554		AAYNDP010000007.1	39134	40420	-	abaF	fosfomycin efflux MFS transporter AbaF	plus	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	429	429	100.0	99.53	429	ABO11759.2	fosfomycin efflux MFS transporter AbaF		
SAMN04549554		AAYNDP010000017.1	6085	6906	-	blaOXA-100	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-100	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	274	274	100.0	100.0	274	WP_001021795.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-100		
SAMN04549554		AAYNDP010000020.1	33117	35828	+	gyrA_S81L	Acinetobacter baumannii quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	904	904	100.0	99.67	904	WP_000116450.1	DNA gyrase subunit A GyrA		
SAMN04549554		AAYNDP010000020.1	58590	59780	+	cxpE	chloramphenicol efflux transporter CxpE	plus	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	397	397	100.0	100.0	397	AKA30736.1	chloramphenicol efflux transporter CxpE		
SAMN04549554		AAYNDP010000031.1	19510	20985	+	amvA	multidrug efflux MFS transporter AmvA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	492	492	100.0	98.98	492	ACQ82816.1	multidrug efflux MFS transporter AmvA		
SAMN04549554		AAYNDP010000061.1	1356	1886	+	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	BLASTX	177	177	100.0	98.31	177	WP_000381803.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia		
SAMN04549554		AAYNDP010000062.1	2916	3728	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.0	100.0	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2		
SAMN04549554		AAYNDP010000081.1	1983	3131	-	blaADC-79	extended-spectrum class C beta-lactamase ADC-79	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	383	383	100.0	100.0	383	WP_001159760.1	extended-spectrum class C beta-lactamase ADC-79		
SAMN04549555		AAYNDA010000001.1	620655	621941	-	abaF	fosfomycin efflux MFS transporter AbaF	plus	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	429	429	100.0	99.77	429	ABO11759.2	fosfomycin efflux MFS transporter AbaF		
SAMN04549555		AAYNDA010000002.1	311847	313322	+	amvA	multidrug efflux MFS transporter AmvA	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTX	492	492	100.0	100.0	492	ACQ82816.1	multidrug efflux MFS transporter AmvA		
SAMN04549555		AAYNDA010000002.1	618588	619982	+	adeC	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	465	465	100.0	97.2	465	AAL14441.1	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC		
SAMN04549555		AAYNDA010000004.1	91274	93985	+	gyrA_S81L	Acinetobacter baumannii quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	904	904	100.0	99.89	904	WP_000116450.1	DNA gyrase subunit A GyrA		
SAMN04549555		AAYNDA010000004.1	116748	117938	+	cxpE	chloramphenicol efflux transporter CxpE	plus	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	397	397	100.0	100.0	397	AKA30736.1	chloramphenicol efflux transporter CxpE		
SAMN04549555		AAYNDA010000004.1	349613	350761	-	blaADC-11	extended-spectrum class C beta-lactamase ADC-11	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	383	383	100.0	100.0	383	WP_001211205.1	extended-spectrum class C beta-lactamase ADC-11		
SAMN04549555		AAYNDA010000005.1	29057	30304	+	nreB	nickel resistance MFS transporter NreB	plus	STRESS	METAL	NICKEL	NICKEL	BLASTX	416	416	100.0	98.08	416	ADY84088.1	nickel resistance MFS transporter NreB		
SAMN04549555		AAYNDA010000006.1	65669	66490	-	blaOXA-69	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-69	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	274	274	100.0	100.0	274	WP_001021779.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-69		
SAMN04549555		AAYNDA010000017.1	83	940	-	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1		
SAMN04549555		AAYNDA010000017.1	5836	6492	+	catA1	type A-1 chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	219	219	100.0	100.0	219	WP_000412211.1	type A-1 chloramphenicol O-acetyltransferase		
SAMN04549555		AAYNDA010000017.1	10344	11540	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.0	100.0	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)		
SAMN04549555		AAYNDA010000017.1	12738	13163	-	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	142	144	98.61	92.96	142	CAA77320.1	mercury resistance transcriptional regulator MerR		
SAMN04549555		AAYNDA010000017.1	13253	13597	+	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	115	116	99.14	99.13	115	CAA70196.1	mercuric transport protein MerT		
SAMN04549555		AAYNDA010000017.1	14383	16065	+	merA	mercury(II) reductase	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	561	561	100.0	93.23	561	ACU65296.1	mercury(II) reductase		
SAMN04549555		AAYNDA010000017.1	16086	16448	+	merD	mercury resistance co-regulator MerD	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	121	121	100.0	90.08	121	AAC38221.1	mercury resistance co-regulator MerD		
SAMN04549555		AAYNDA010000017.1	16448	16681	+	merE	broad-spectrum mercury transporter MerE	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	78	78	100.0	96.15	78	AAC38236.1	broad-spectrum mercury transporter MerE		
SAMN04549555		AAYNDA010000022.1	3	344	-	qacE	quaternary ammonium compound efflux SMR transporter QacE	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	BLASTX	114	115	99.13	100.0	114	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1		
SAMN04549555		AAYNDA010000022.1	511	1299	-	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.0	100.0	263	WP_001206316.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1		
SAMN04549555		AAYNDA010000022.1	2346	2807	-	aac(3)-Ia	aminoglycoside N-acetyltransferase AAC(3)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	154	154	100.0	100.0	154	WP_002089484.1	aminoglycoside N-acetyltransferase AAC(3)-Ia		
SAMN04549555		AAYNDA010000033.1	702	1538	-	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1		
SAMN04549555		AAYNDA010000034.1	129	941	+	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	271	271	100.0	100.0	271	WP_000018326.1	aminoglycoside O-phosphotransferase APH(3')-Ia		
SAMN04549556		AAYNDF010000001.1	30092	31339	+	nreB	nickel resistance MFS transporter NreB	plus	STRESS	METAL	NICKEL	NICKEL	BLASTX	416	416	100.0	98.32	416	ADY84088.1	nickel resistance MFS transporter NreB		
SAMN04549556		AAYNDF010000002.1	213684	215159	+	amvA	multidrug efflux MFS transporter AmvA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	492	492	100.0	98.17	492	ACQ82816.1	multidrug efflux MFS transporter AmvA		
SAMN04549556		AAYNDF010000004.1	136324	137145	-	blaOXA-407	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-407	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	274	274	100.0	100.0	274	WP_039208445.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-407		
SAMN04549556		AAYNDF010000006.1	178305	179495	-	cxpE	chloramphenicol efflux transporter CxpE	plus	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	397	397	100.0	100.0	397	AKA30736.1	chloramphenicol efflux transporter CxpE		
SAMN04549556		AAYNDF010000009.1	35346	36131	-	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	BLASTX	262	262	100.0	98.85	262	WP_001112624.1	aminoglycoside nucleotidyltransferase ANT(3'')-IIa		
SAMN04549556		AAYNDF010000014.1	62600	63748	-	blaADC-216	extended-spectrum class C beta-lactamase ADC-216	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	383	383	100.0	100.0	383	WP_039211240.1	extended-spectrum class C beta-lactamase ADC-216		
SAMN04549558		AAYNDB010000001.1	474072	475319	+	nreB	nickel resistance MFS transporter NreB	plus	STRESS	METAL	NICKEL	NICKEL	BLASTX	416	416	100.0	98.08	416	ADY84088.1	nickel resistance MFS transporter NreB		
SAMN04549558		AAYNDB010000001.1	904173	906389	-	parC_S84L	Acinetobacter baumannii quinolone resistant ParC	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	739	739	100.0	99.73	739	WP_000202259.1	DNA topoisomerase IV subunit A ParC		
SAMN04549558		AAYNDB010000001.1	965587	966372	-	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	BLASTX	262	262	100.0	98.47	262	WP_001112624.1	aminoglycoside nucleotidyltransferase ANT(3'')-IIa		
SAMN04549558		AAYNDB010000001.1	987305	988501	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	399	399	100.0	99.75	399	WP_063855982.1	tetracycline efflux MFS transporter Tet(A)		
SAMN04549558		AAYNDB010000001.1	995932	996462	+	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	177	177	100.0	100.0	177	WP_000381803.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia		
SAMN04549558		AAYNDB010000001.1	996622	996966	+	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1		
SAMN04549558		AAYNDB010000001.1	996963	997799	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1		
SAMN04549558		AAYNDB010000001.1	2081777	2084488	+	gyrA_S81L	Acinetobacter baumannii quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	904	904	100.0	99.78	904	WP_000116450.1	DNA gyrase subunit A GyrA		
SAMN04549558		AAYNDB010000001.1	2107249	2108439	+	cxpE	chloramphenicol efflux transporter CxpE	plus	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	397	397	100.0	100.0	397	AKA30736.1	chloramphenicol efflux transporter CxpE		
SAMN04549558		AAYNDB010000001.1	2384519	2385667	-	blaADC-79	extended-spectrum class C beta-lactamase ADC-79	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	383	383	100.0	100.0	383	WP_001159760.1	extended-spectrum class C beta-lactamase ADC-79		
SAMN04549558		AAYNDB010000002.1	129320	130606	-	abaF	fosfomycin efflux MFS transporter AbaF	plus	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	EXACTX	429	429	100.0	100.0	429	ABO11759.2	fosfomycin efflux MFS transporter AbaF		
SAMN04549558		AAYNDB010000002.1	372011	372832	-	blaOXA-71	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-71	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	274	274	100.0	100.0	274	WP_001021785.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-71		
SAMN04549558		AAYNDB010000002.1	396964	397740	+	aph(3')-VIa	aminoglycoside O-phosphotransferase APH(3')-VIa	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	EXACTX	259	259	100.0	100.0	259	WP_000422636.1	aminoglycoside O-phosphotransferase APH(3')-VIa		
SAMN04549558		AAYNDB010000002.1	649513	650907	-	adeC	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	465	465	100.0	95.91	465	AAL14441.1	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC		
SAMN04549558		AAYNDB010000002.1	975528	977003	-	amvA	multidrug efflux MFS transporter AmvA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	492	492	100.0	98.98	492	ACQ82816.1	multidrug efflux MFS transporter AmvA		
SAMN04549559		AAYNDE010000001.1	198405	199880	-	amvA	multidrug efflux MFS transporter AmvA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	492	492	100.0	98.58	492	ACQ82816.1	multidrug efflux MFS transporter AmvA		
SAMN04549559		AAYNDE010000001.1	557542	558690	+	blaADC-90	extended-spectrum class C beta-lactamase ADC-90	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	383	383	100.0	100.0	383	WP_068981621.1	extended-spectrum class C beta-lactamase ADC-90		
SAMN04549559		AAYNDE010000001.1	779944	781134	-	cxpE	chloramphenicol efflux transporter CxpE	plus	AMR	AMR	PHENICOL	CHLORAMPHENICOL	BLASTX	397	397	100.0	99.75	397	AKA30736.1	chloramphenicol efflux transporter CxpE		
SAMN04549559		AAYNDE010000002.1	65053	65874	-	blaOXA-528	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-528	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	274	274	100.0	100.0	274	WP_068981643.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-528		
SAMN04549559		AAYNDE010000003.1	29301	30548	+	nreB	nickel resistance MFS transporter NreB	plus	STRESS	METAL	NICKEL	NICKEL	BLASTX	416	416	100.0	98.08	416	ADY84088.1	nickel resistance MFS transporter NreB		
SAMN04549559		AAYNDE010000004.1	102711	103997	+	abaF	fosfomycin efflux MFS transporter AbaF	plus	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	429	429	100.0	99.77	429	ABO11759.2	fosfomycin efflux MFS transporter AbaF		
SAMN04549559		AAYNDE010000009.1	40325	41110	-	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	BLASTX	262	262	100.0	99.62	262	WP_001112624.1	aminoglycoside nucleotidyltransferase ANT(3'')-IIa		
SAMN04549825		AAYNDI010000001.1	251747	253141	-	adeC	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	465	465	100.0	95.91	465	AAL14441.1	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC		
SAMN04549825		AAYNDI010000001.1	577762	579237	-	amvA	multidrug efflux MFS transporter AmvA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	492	492	100.0	98.98	492	ACQ82816.1	multidrug efflux MFS transporter AmvA		
SAMN04549825		AAYNDI010000001.1	918407	919555	+	blaADC-79	extended-spectrum class C beta-lactamase ADC-79	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	383	383	100.0	100.0	383	WP_001159760.1	extended-spectrum class C beta-lactamase ADC-79		
SAMN04549825		AAYNDI010000001.1	1195635	1196825	-	cxpE	chloramphenicol efflux transporter CxpE	plus	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	397	397	100.0	100.0	397	AKA30736.1	chloramphenicol efflux transporter CxpE		
SAMN04549825		AAYNDI010000001.1	1219586	1222297	-	gyrA_S81L	Acinetobacter baumannii quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	904	904	100.0	99.78	904	WP_000116450.1	DNA gyrase subunit A GyrA		
SAMN04549825		AAYNDI010000001.1	2306275	2307111	-	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1		
SAMN04549825		AAYNDI010000001.1	2307108	2307452	-	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1		
SAMN04549825		AAYNDI010000001.1	2307612	2308142	-	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	177	177	100.0	100.0	177	WP_000381803.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia		
SAMN04549825		AAYNDI010000001.1	2315573	2316769	+	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	399	399	100.0	99.75	399	WP_063855982.1	tetracycline efflux MFS transporter Tet(A)		
SAMN04549825		AAYNDI010000001.1	2337702	2338487	+	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	BLASTX	262	262	100.0	98.47	262	WP_001112624.1	aminoglycoside nucleotidyltransferase ANT(3'')-IIa		
SAMN04549825		AAYNDI010000001.1	2397685	2399901	+	parC_S84L	Acinetobacter baumannii quinolone resistant ParC	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	739	739	100.0	99.73	739	WP_000202259.1	DNA topoisomerase IV subunit A ParC		
SAMN04549825		AAYNDI010000001.1	2828755	2830002	-	nreB	nickel resistance MFS transporter NreB	plus	STRESS	METAL	NICKEL	NICKEL	BLASTX	416	416	100.0	98.08	416	ADY84088.1	nickel resistance MFS transporter NreB		
SAMN04549825		AAYNDI010000002.1	24040	24861	+	blaOXA-71	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-71	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	274	274	100.0	100.0	274	WP_001021785.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-71		
SAMN04549825		AAYNDI010000002.1	266266	267552	+	abaF	fosfomycin efflux MFS transporter AbaF	plus	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	EXACTX	429	429	100.0	100.0	429	ABO11759.2	fosfomycin efflux MFS transporter AbaF		
SAMN04549826		AAYNDH010000001.1	350932	352218	-	abaF	fosfomycin efflux MFS transporter AbaF	plus	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	EXACTX	429	429	100.0	100.0	429	ABO11759.2	fosfomycin efflux MFS transporter AbaF		
SAMN04549826		AAYNDH010000001.1	593755	594576	-	blaOXA-71	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-71	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	274	274	100.0	100.0	274	WP_001021785.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-71		
SAMN04549826		AAYNDH010000001.1	869272	870666	-	adeC	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	465	465	100.0	95.91	465	AAL14441.1	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC		
SAMN04549826		AAYNDH010000001.1	1193551	1195026	-	amvA	multidrug efflux MFS transporter AmvA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	492	492	100.0	98.98	492	ACQ82816.1	multidrug efflux MFS transporter AmvA		
SAMN04549826		AAYNDH010000001.1	1583595	1584743	+	blaADC-79	extended-spectrum class C beta-lactamase ADC-79	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	383	383	100.0	100.0	383	WP_001159760.1	extended-spectrum class C beta-lactamase ADC-79		
SAMN04549826		AAYNDH010000001.1	1820132	1821322	-	cxpE	chloramphenicol efflux transporter CxpE	plus	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	397	397	100.0	100.0	397	AKA30736.1	chloramphenicol efflux transporter CxpE		
SAMN04549826		AAYNDH010000001.1	1844083	1846794	-	gyrA_S81L	Acinetobacter baumannii quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	904	904	100.0	99.78	904	WP_000116450.1	DNA gyrase subunit A GyrA		
SAMN04549826		AAYNDH010000001.1	2957722	2958558	-	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1		
